id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1372752648160440331,1372752648160440331,2021-03-18 20:31:50 PDT,2021-03-18,20:31:50,-0700,528747613,enzocalamo,Enzo Calamo,,"Canadians got richer but went deeper into mortgage debt in COVID-19 year 2020, say RBC, TD economists | Georgia Straight Vancouver's News &amp; Entertainment Weekly | @scoopit  https://t.co/a1aAthhn9N",en,"[{'screen_name': 'scoopit', 'name': 'scoop.it', 'id': '209484168'}]",['https://www.straight.com/finance/canadians-got-richer-but-went-deeper-into-mortgage-debt-in-covid-19-year-2020-say-rbc-td?utm_medium=social&utm_source=twitter'],[],0,0,0,[],[],https://twitter.com/EnzoCalamo/status/1372752648160440331,False,,0,,,,,,,,[],,,,
1372193574591340550,1372193574591340550,2021-03-17 07:30:16 PDT,2021-03-17,07:30:16,-0700,14604658,georgiastraight,Georgia Straight,,"Canadians got richer but went deeper into mortgage debt in COVID-19 year 2020, say RBC, TD economists  https://t.co/tLmKMClSF4",en,[],['https://www.straight.com/finance/canadians-got-richer-but-went-deeper-into-mortgage-debt-in-covid-19-year-2020-say-rbc-td?utm_source=twitter&utm_medium=social&utm_campaign=hootsuite&utm_content=georgiastraight'],[],0,0,0,[],[],https://twitter.com/georgiastraight/status/1372193574591340550,False,,0,,,,,,,,[],,,,
1370970457088921601,1370970457088921601,2021-03-13 21:30:03 PST,2021-03-13,21:30:03,-0700,14604658,georgiastraight,Georgia Straight,,"Canadians got richer but went deeper into mortgage debt in COVID-19 year 2020, say RBC, TD economists  https://t.co/tLmKMClSF4",en,[],['https://www.straight.com/finance/canadians-got-richer-but-went-deeper-into-mortgage-debt-in-covid-19-year-2020-say-rbc-td?utm_source=twitter&utm_medium=social&utm_campaign=hootsuite&utm_content=georgiastraight'],[],0,0,0,[],[],https://twitter.com/georgiastraight/status/1370970457088921601,False,,0,,,,,,,,[],,,,
1370775294919942153,1370775294919942153,2021-03-13 08:34:32 PST,2021-03-13,08:34:32,-0700,114771707,0briang,brian glennie,,"Canadians got richer but went deeper into mortgage debt in COVID-19 year 2020, say RBC, TD economists  https://t.co/9U1nEjN1FK via @georgiastraight the rich got richer, but..",en,"[{'screen_name': 'georgiastraight', 'name': 'georgia straight', 'id': '14604658'}]",['https://www.straight.com/finance/canadians-got-richer-but-went-deeper-into-mortgage-debt-in-covid-19-year-2020-say-rbc-td'],[],0,0,0,[],[],https://twitter.com/0briang/status/1370775294919942153,False,,0,,,,,,,,[],,,,
1370554331599151105,1370554331599151105,2021-03-12 17:56:30 PST,2021-03-12,17:56:30,-0700,2857631741,canada4news,canada4news,,"Canadians got richer but went deeper into mortgage debt in COVID-19 year 2020, say RBC, TD economists  https://t.co/qbQCuQB2IF",en,[],['https://canada4news.xyz/canadians-got-richer-but-went-deeper-into-mortgage-debt-in-covid-19-year-2020-say-rbc-td-economists/'],[],0,0,0,[],[],https://twitter.com/canada4news/status/1370554331599151105,False,,0,,,,,,,,[],,,,
1370464693534531590,1370464693534531590,2021-03-12 12:00:19 PST,2021-03-12,12:00:19,-0700,14604658,georgiastraight,Georgia Straight,,"Canadians got richer but went deeper into mortgage debt in COVID-19 year 2020, say RBC, TD economists #VanRE #COVID19Canada  https://t.co/tLmKMClSF4",en,[],['https://www.straight.com/finance/canadians-got-richer-but-went-deeper-into-mortgage-debt-in-covid-19-year-2020-say-rbc-td?utm_source=twitter&utm_medium=social&utm_campaign=hootsuite&utm_content=georgiastraight'],[],0,1,0,"['vanre', 'covid19canada']",[],https://twitter.com/georgiastraight/status/1370464693534531590,False,,0,,,,,,,,[],,,,
1370445187097399300,1370445187097399300,2021-03-12 10:42:48 PST,2021-03-12,10:42:48,-0700,18514918,carlitopablo,Carlito Pablo,,"Canadians got richer but went deeper into mortgage debt in COVID-19 year 2020, say RBC, TD economists  https://t.co/MMEKEFIFFt @RBC @TD_Canada @TD_Economics @MarlaGilsig @VancouverEye @mtnbvan @Hutchyman @vanreanalyst #savings #wealth #mortgage #debt #COVID19",en,"[{'screen_name': 'rbc', 'name': 'rbc', 'id': '14526582'}, {'screen_name': 'td_canada', 'name': 'td (canada)', 'id': '128267983'}, {'screen_name': 'td_economics', 'name': 'beata caranci', 'id': '3300464585'}, {'screen_name': 'marlagilsig', 'name': 'marla gilsig 🇨🇦', 'id': '187703573'}, {'screen_name': 'vancouvereye', 'name': 'tom choy 👀🇨🇦🇵🇭', 'id': '77230097'}, {'screen_name': 'mtnbvan', 'name': '#covidzero #getvaccinated #masksforall 😷 #vanre', 'id': '1382793386'}, {'screen_name': 'hutchyman', 'name': 'hutchyman', 'id': '29771332'}, {'screen_name': 'vanreanalyst', 'name': 'vanreanalyst', 'id': '1225449710015500290'}]",['https://www.straight.com/finance/canadians-got-richer-but-went-deeper-into-mortgage-debt-in-covid-19-year-2020-say-rbc-td'],[],0,1,4,"['savings', 'wealth', 'mortgage', 'debt', 'covid19']",[],https://twitter.com/carlitopablo/status/1370445187097399300,False,,0,,,,,,,,[],,,,
1314209210180141061,1314207509532434434,2020-10-08 07:21:07 PDT,2020-10-08,07:21:07,-0700,340800704,yawaru,Dr. Guillermo Gonzalez,,"@Grummz Which is how you get shit shows in the year 2020 from hotfixes made back in 1999! Over twenty years and you never deal with the technical debt because you forget about it, and it comes back to bite you all these years later. Garbage in, garbage out, and publishers make garbage.",en,[],[],[],0,0,0,[],[],https://twitter.com/Yawaru/status/1314209210180141061,False,,0,,,,,,,,"[{'screen_name': 'Grummz', 'name': 'Grummz', 'id': '16906660'}]",,,,
1246653480338481152,1246653480338481152,2020-04-04 21:18:46 PDT,2020-04-04,21:18:46,-0700,14441162,carlrempel,Carl Rempel ⚽️💥🏃,,COBOL? Really? Unbelievable. NJ? Come on. Let’s talk about “technical debt” because … COBOL in the year 2020?,en,[],[],[],0,0,0,[],[],https://twitter.com/CarlRempel/status/1246653480338481152,False,https://twitter.com/DamirSvrtan/status/1246650529926672385,0,,,,,,,,[],,,,
1237050322788536321,1236772270565097472,2020-03-09 09:19:14 PDT,2020-03-09,09:19:14,-0700,21168146,wompaaa,Yesterday & Tomorrow,,@travisgoodspeed I think having to use a carburetor in the year 2020 is the real technical debt here,en,[],[],[],0,0,1,[],[],https://twitter.com/wompaaa/status/1237050322788536321,False,,0,,,,,,,,"[{'screen_name': 'travisgoodspeed', 'name': 'Travis Goodspeed', 'id': '81458523'}]",,,,
1372752648160440331,1372752648160440331,2021-03-18 20:31:50 PDT,2021-03-18,20:31:50,-0700,528747613,enzocalamo,Enzo Calamo,,"Canadians got richer but went deeper into mortgage debt in COVID-19 year 2020, say RBC, TD economists | Georgia Straight Vancouver's News &amp; Entertainment Weekly | @scoopit  https://t.co/a1aAthhn9N",en,"[{'screen_name': 'scoopit', 'name': 'scoop.it', 'id': '209484168'}]",['https://www.straight.com/finance/canadians-got-richer-but-went-deeper-into-mortgage-debt-in-covid-19-year-2020-say-rbc-td?utm_medium=social&utm_source=twitter'],[],0,0,0,[],[],https://twitter.com/EnzoCalamo/status/1372752648160440331,False,,0,,,,,,,,[],,,,
1372193574591340550,1372193574591340550,2021-03-17 07:30:16 PDT,2021-03-17,07:30:16,-0700,14604658,georgiastraight,Georgia Straight,,"Canadians got richer but went deeper into mortgage debt in COVID-19 year 2020, say RBC, TD economists  https://t.co/tLmKMClSF4",en,[],['https://www.straight.com/finance/canadians-got-richer-but-went-deeper-into-mortgage-debt-in-covid-19-year-2020-say-rbc-td?utm_source=twitter&utm_medium=social&utm_campaign=hootsuite&utm_content=georgiastraight'],[],0,0,0,[],[],https://twitter.com/georgiastraight/status/1372193574591340550,False,,0,,,,,,,,[],,,,
1370970457088921601,1370970457088921601,2021-03-13 21:30:03 PST,2021-03-13,21:30:03,-0700,14604658,georgiastraight,Georgia Straight,,"Canadians got richer but went deeper into mortgage debt in COVID-19 year 2020, say RBC, TD economists  https://t.co/tLmKMClSF4",en,[],['https://www.straight.com/finance/canadians-got-richer-but-went-deeper-into-mortgage-debt-in-covid-19-year-2020-say-rbc-td?utm_source=twitter&utm_medium=social&utm_campaign=hootsuite&utm_content=georgiastraight'],[],0,0,0,[],[],https://twitter.com/georgiastraight/status/1370970457088921601,False,,0,,,,,,,,[],,,,
1370775294919942153,1370775294919942153,2021-03-13 08:34:32 PST,2021-03-13,08:34:32,-0700,114771707,0briang,brian glennie,,"Canadians got richer but went deeper into mortgage debt in COVID-19 year 2020, say RBC, TD economists  https://t.co/9U1nEjN1FK via @georgiastraight the rich got richer, but..",en,"[{'screen_name': 'georgiastraight', 'name': 'georgia straight', 'id': '14604658'}]",['https://www.straight.com/finance/canadians-got-richer-but-went-deeper-into-mortgage-debt-in-covid-19-year-2020-say-rbc-td'],[],0,0,0,[],[],https://twitter.com/0briang/status/1370775294919942153,False,,0,,,,,,,,[],,,,
1370554331599151105,1370554331599151105,2021-03-12 17:56:30 PST,2021-03-12,17:56:30,-0700,2857631741,canada4news,canada4news,,"Canadians got richer but went deeper into mortgage debt in COVID-19 year 2020, say RBC, TD economists  https://t.co/qbQCuQB2IF",en,[],['https://canada4news.xyz/canadians-got-richer-but-went-deeper-into-mortgage-debt-in-covid-19-year-2020-say-rbc-td-economists/'],[],0,0,0,[],[],https://twitter.com/canada4news/status/1370554331599151105,False,,0,,,,,,,,[],,,,
1370464693534531590,1370464693534531590,2021-03-12 12:00:19 PST,2021-03-12,12:00:19,-0700,14604658,georgiastraight,Georgia Straight,,"Canadians got richer but went deeper into mortgage debt in COVID-19 year 2020, say RBC, TD economists #VanRE #COVID19Canada  https://t.co/tLmKMClSF4",en,[],['https://www.straight.com/finance/canadians-got-richer-but-went-deeper-into-mortgage-debt-in-covid-19-year-2020-say-rbc-td?utm_source=twitter&utm_medium=social&utm_campaign=hootsuite&utm_content=georgiastraight'],[],0,1,0,"['vanre', 'covid19canada']",[],https://twitter.com/georgiastraight/status/1370464693534531590,False,,0,,,,,,,,[],,,,
1370445187097399300,1370445187097399300,2021-03-12 10:42:48 PST,2021-03-12,10:42:48,-0700,18514918,carlitopablo,Carlito Pablo,,"Canadians got richer but went deeper into mortgage debt in COVID-19 year 2020, say RBC, TD economists  https://t.co/MMEKEFIFFt @RBC @TD_Canada @TD_Economics @MarlaGilsig @VancouverEye @mtnbvan @Hutchyman @vanreanalyst #savings #wealth #mortgage #debt #COVID19",en,"[{'screen_name': 'rbc', 'name': 'rbc', 'id': '14526582'}, {'screen_name': 'td_canada', 'name': 'td (canada)', 'id': '128267983'}, {'screen_name': 'td_economics', 'name': 'beata caranci', 'id': '3300464585'}, {'screen_name': 'marlagilsig', 'name': 'marla gilsig 🇨🇦', 'id': '187703573'}, {'screen_name': 'vancouvereye', 'name': 'tom choy 👀🇨🇦🇵🇭', 'id': '77230097'}, {'screen_name': 'mtnbvan', 'name': '#covidzero #getvaccinated #masksforall 😷 #vanre', 'id': '1382793386'}, {'screen_name': 'hutchyman', 'name': 'hutchyman', 'id': '29771332'}, {'screen_name': 'vanreanalyst', 'name': 'vanreanalyst', 'id': '1225449710015500290'}]",['https://www.straight.com/finance/canadians-got-richer-but-went-deeper-into-mortgage-debt-in-covid-19-year-2020-say-rbc-td'],[],0,1,4,"['savings', 'wealth', 'mortgage', 'debt', 'covid19']",[],https://twitter.com/carlitopablo/status/1370445187097399300,False,,0,,,,,,,,[],,,,
